2019-08-26 15:05:20.036 [http-nio-8080-exec-7] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:591 - Created connection 1084570638.
2019-08-26 16:45:54.185 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:45:54.387 [http-nio-8080-exec-7] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:45:54.388 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.prepare:116 - select * from sys_user where user_name=? or phone=? or email=?
2019-08-26 16:45:54.389 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.params:103 - [zhong1, zhong1, zhong1]
2019-08-26 16:45:54.390 [http-nio-8080-exec-7] [DEBUG]  e.c.example.album.dao.UserDaoImpl.eql.getUser.eval:110 - select * from sys_user where user_name='zhong1' or phone='zhong1' or email='zhong1'
2019-08-26 16:45:54.394 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:45:54.396 [http-nio-8080-exec-7] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:17.687 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:17.688 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.prepare:116 - select * from sys_user where user_name=? or phone=? or email=?
2019-08-26 16:46:17.690 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.params:103 - [zhong1, zhong1, zhong1]
2019-08-26 16:46:17.690 [http-nio-8080-exec-8] [DEBUG]  e.c.example.album.dao.UserDaoImpl.eql.getUser.eval:110 - select * from sys_user where user_name='zhong1' or phone='zhong1' or email='zhong1'
2019-08-26 16:46:17.694 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:46:17.696 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:17.703 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:17.704 [http-nio-8080-exec-8] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 16:46:17.705 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 16:46:17.705 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 16:46:17.707 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:46:17.709 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:17.711 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:17.713 [http-nio-8080-exec-8] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 16:46:17.713 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 16:46:17.713 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 16:46:17.716 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 16:46:17.717 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:17.718 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:17.719 [http-nio-8080-exec-8] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 16:46:17.720 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 16:46:17.720 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 16:46:17.722 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 16:46:17.724 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:17.872 [http-nio-8080-exec-9] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:17.874 [http-nio-8080-exec-9] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.prepare:116 - select * from sys_user where user_name=? or phone=? or email=?
2019-08-26 16:46:17.875 [http-nio-8080-exec-9] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.params:103 - [zhong1, zhong1, zhong1]
2019-08-26 16:46:17.876 [http-nio-8080-exec-9] [DEBUG]  e.c.example.album.dao.UserDaoImpl.eql.getUser.eval:110 - select * from sys_user where user_name='zhong1' or phone='zhong1' or email='zhong1'
2019-08-26 16:46:17.880 [http-nio-8080-exec-9] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:46:17.881 [http-nio-8080-exec-9] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:19.250 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:19.252 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.prepare:116 - select * from sys_user where user_name=? or phone=? or email=?
2019-08-26 16:46:19.252 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.params:103 - [zhong1, zhong1, zhong1]
2019-08-26 16:46:19.253 [http-nio-8080-exec-10] [DEBUG]  e.c.example.album.dao.UserDaoImpl.eql.getUser.eval:110 - select * from sys_user where user_name='zhong1' or phone='zhong1' or email='zhong1'
2019-08-26 16:46:19.256 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:46:19.258 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:19.263 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:19.264 [http-nio-8080-exec-10] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 16:46:19.265 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 16:46:19.266 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 16:46:19.268 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:46:19.269 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:19.270 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:19.271 [http-nio-8080-exec-10] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 16:46:19.272 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 16:46:19.272 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 16:46:19.274 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 16:46:19.275 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:19.277 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:19.279 [http-nio-8080-exec-10] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 16:46:19.279 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 16:46:19.280 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 16:46:19.282 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 16:46:19.283 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:19.413 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:19.415 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.prepare:116 - select * from sys_user where user_name=? or phone=? or email=?
2019-08-26 16:46:19.416 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.params:103 - [zhong1, zhong1, zhong1]
2019-08-26 16:46:19.416 [http-nio-8080-exec-1] [DEBUG]  e.c.example.album.dao.UserDaoImpl.eql.getUser.eval:110 - select * from sys_user where user_name='zhong1' or phone='zhong1' or email='zhong1'
2019-08-26 16:46:19.420 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:46:19.421 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:19.980 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:19.981 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.prepare:116 - select * from sys_user where user_name=? or phone=? or email=?
2019-08-26 16:46:19.982 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.params:103 - [zhong1, zhong1, zhong1]
2019-08-26 16:46:19.983 [http-nio-8080-exec-2] [DEBUG]  e.c.example.album.dao.UserDaoImpl.eql.getUser.eval:110 - select * from sys_user where user_name='zhong1' or phone='zhong1' or email='zhong1'
2019-08-26 16:46:19.985 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:46:19.987 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:19.993 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:19.995 [http-nio-8080-exec-2] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 16:46:19.996 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 16:46:19.997 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 16:46:20.000 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:46:20.002 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:20.004 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:20.005 [http-nio-8080-exec-2] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 16:46:20.006 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 16:46:20.006 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 16:46:20.009 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 16:46:20.011 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:20.013 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:20.014 [http-nio-8080-exec-2] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 16:46:20.015 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 16:46:20.016 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 16:46:20.019 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 16:46:20.020 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
2019-08-26 16:46:20.181 [http-nio-8080-exec-3] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2055933683 from pool.
2019-08-26 16:46:20.182 [http-nio-8080-exec-3] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.prepare:116 - select * from sys_user where user_name=? or phone=? or email=?
2019-08-26 16:46:20.183 [http-nio-8080-exec-3] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.params:103 - [zhong1, zhong1, zhong1]
2019-08-26 16:46:20.183 [http-nio-8080-exec-3] [DEBUG]  e.c.example.album.dao.UserDaoImpl.eql.getUser.eval:110 - select * from sys_user where user_name='zhong1' or phone='zhong1' or email='zhong1'
2019-08-26 16:46:20.191 [http-nio-8080-exec-3] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:46:20.193 [http-nio-8080-exec-3] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2055933683 to pool.
